customer_id,churned
CUST31639,No
CUST68059,No
CUST27060,No
CUST65803,Yes
CUST74843,No
CUST52639,Yes
CUST23928,Yes
CUST05230,No
CUST21521,No
CUST59808,Yes
CUST50491,No
CUST58247,No
CUST18836,Yes
CUST52039,No
CUST63247,Yes
CUST70065,No
CUST52815,Yes
CUST44176,No
CUST75605,Yes
CUST71616,Yes
CUST61017,No
CUST23282,Yes
CUST53399,No
CUST19059,Yes
CUST06321,No
CUST53172,No
CUST15645,No
CUST41884,Yes
CUST53881,No
CUST45422,Yes
CUST38104,No
CUST00174,No
CUST75876,Yes
CUST36152,Yes
CUST07701,No
CUST50738,Yes
CUST41142,No
CUST80719,No
CUST11321,No
CUST03040,Yes
CUST00813,Yes
CUST01490,No
CUST11613,No
CUST01005,Yes
CUST51952,No
CUST42355,No
CUST00355,No
CUST83439,No
CUST00121,Yes
CUST46659,Yes
CUST02418,Yes
CUST74540,No
CUST46847,No
CUST69176,No
CUST04494,No
CUST61167,No
CUST19294,Yes
CUST02365,No
CUST89387,No
CUST74553,No
CUST76243,Yes
CUST85637,No
CUST75371,Yes
CUST52467,Yes
CUST64942,No
CUST36258,No
CUST19090,Yes
CUST51314,Yes
CUST47221,No
CUST86981,Yes
CUST75474,No
CUST58374,No
CUST59813,No
CUST22352,Yes
CUST04697,No
CUST27482,No
CUST23605,No
CUST71871,Yes
CUST51236,Yes
CUST20827,No
CUST23408,Yes
CUST44051,No
CUST63226,Yes
CUST81096,No
CUST71196,No
CUST89692,Yes
CUST14453,Yes
CUST40220,Yes
CUST72401,No
CUST25064,Yes
CUST10549,Yes
CUST40592,Yes
CUST29462,Yes
CUST75121,Yes
CUST51882,No
CUST21779,No
CUST54491,Yes
CUST42093,Yes
CUST59654,No
CUST19255,No
CUST71260,No
CUST87555,Yes
CUST01683,No
CUST64495,Yes
CUST53171,No
CUST23618,No
CUST57410,No
CUST47570,No
CUST48384,No
CUST69747,Yes
CUST28803,Yes
CUST76461,No
CUST47436,No
CUST41206,Yes
CUST82060,Yes
CUST72388,Yes
CUST30872,No
CUST42219,No
CUST29204,Yes
CUST48860,Yes
CUST71745,Yes
CUST60184,No
CUST45476,Yes
CUST65335,No
CUST13752,No
CUST46138,No
CUST41485,No
CUST04771,No
CUST14218,No
CUST17036,No
CUST47192,No
CUST16694,Yes
CUST52106,Yes
CUST77669,No
CUST14751,No
CUST86222,Yes
CUST66632,No
CUST05482,Yes
CUST03152,Yes
CUST78609,No
CUST65881,No
CUST30104,Yes
CUST53288,No
CUST07124,No
CUST23125,No
CUST04247,No
CUST10680,No
CUST77338,No
CUST47195,Yes
CUST28235,Yes
CUST78962,Yes
CUST52798,No
CUST31986,No
CUST63403,No
CUST01842,No
CUST67072,No
CUST34291,Yes
CUST14033,No
CUST45332,Yes
CUST86142,Yes
CUST77110,No
CUST05151,No
CUST26144,No
CUST73929,Yes
CUST54603,No
CUST34152,No
CUST22647,Yes
CUST01774,No
CUST62964,No
CUST81545,No
CUST31316,Yes
CUST22161,No
CUST34318,Yes
CUST76090,No
CUST64120,Yes
CUST12569,Yes
CUST47075,No
CUST85072,No
CUST53942,No
CUST52505,Yes
CUST52778,No
CUST86835,No
CUST38442,No
CUST76028,Yes
CUST50095,Yes
CUST84419,Yes
CUST25114,No
CUST90632,Yes
CUST60434,Yes
CUST25885,Yes
CUST74879,No
CUST53623,Yes
CUST75086,No
CUST47371,No
CUST58380,No
CUST24903,No
CUST40897,Yes
CUST53130,Yes
CUST19773,No
CUST48732,Yes
CUST24988,No
CUST64823,No
CUST09835,Yes
CUST90051,No
CUST78377,No
CUST05996,No
CUST44265,No
CUST65755,Yes
CUST67128,No
CUST69362,Yes
CUST64749,No
CUST04745,No
CUST54221,No
CUST38685,No
CUST40152,Yes
CUST54552,No
CUST23970,No
CUST47173,No
CUST13086,No
CUST25273,Yes
CUST08636,No
CUST53013,No
CUST43513,Yes
CUST26562,No
CUST89351,Yes
CUST87337,Yes
CUST70402,Yes
CUST39551,Yes
CUST73839,No
CUST40148,No
CUST78869,No
CUST44334,No
CUST19086,No
CUST34176,No
CUST27768,No
CUST58480,No
CUST09771,No
CUST13535,Yes
CUST17120,No
CUST68525,Yes
CUST18791,Yes
CUST73638,Yes
CUST03054,No
CUST22649,Yes
CUST61798,No
CUST57850,No
CUST59472,No
CUST40360,Yes
CUST81111,No
CUST78399,Yes
CUST15679,Yes
CUST17128,Yes
CUST67890,Yes
CUST64176,No
CUST78727,No
CUST19058,Yes
CUST15223,Yes
CUST82359,No
CUST45828,Yes
CUST59176,No
CUST25512,No
CUST85505,No
CUST34612,No
CUST36352,No
CUST84537,No
CUST16749,No
CUST33949,Yes
CUST04062,No
CUST40951,No
CUST20478,No
CUST17521,Yes
CUST87113,No
CUST53127,Yes
CUST41032,No
CUST07106,Yes
CUST82156,No
CUST86002,No
CUST75735,Yes
CUST71691,No
CUST80775,No
CUST62530,No
CUST35822,No
CUST28978,No
CUST69782,No
CUST71650,Yes
CUST39988,No
CUST33829,No
CUST69660,Yes
CUST82267,No
CUST33594,Yes
CUST23422,No
CUST85342,No
CUST44357,No
CUST19736,Yes
CUST66872,Yes
CUST22821,No
CUST66465,No
CUST30057,No
CUST40759,No
CUST58174,No
CUST26303,Yes
CUST66040,No
CUST70580,No
CUST40336,Yes
CUST59321,No
CUST33721,No
CUST78205,No
CUST54604,No
CUST30232,No
CUST70039,No
CUST18371,Yes
CUST58014,Yes
CUST21843,No
CUST09021,Yes
CUST90798,Yes
CUST28029,Yes
CUST80533,Yes
CUST50125,No
CUST24083,No
CUST24440,No
CUST85787,No
CUST45933,Yes
CUST10622,Yes
CUST28814,No
CUST58158,Yes
CUST26510,Yes
CUST81293,No
CUST90875,No
CUST70539,Yes
CUST15571,Yes
CUST55692,No
CUST66511,No
CUST44847,No
CUST63171,No
CUST54785,Yes
CUST89874,Yes
CUST60284,Yes
CUST02129,No
CUST00049,Yes
CUST52175,No
CUST39363,No
CUST06289,Yes
CUST28923,No
CUST78308,No
CUST48719,No
CUST23238,Yes
CUST90450,Yes
CUST51495,Yes
CUST66061,Yes
CUST55159,Yes
CUST62752,No
CUST54144,No
CUST53977,Yes
CUST07576,Yes
CUST32139,Yes
CUST85146,No
CUST59209,Yes
CUST40267,No
CUST13336,Yes
CUST45241,Yes
CUST08109,Yes
CUST36141,No
CUST81389,No
CUST06804,No
CUST49149,No
CUST14560,Yes
CUST67719,Yes
CUST46359,Yes
CUST35301,No
CUST65424,Yes
CUST91119,No
CUST55257,No
CUST56845,Yes
CUST25754,Yes
CUST72004,Yes
CUST55752,Yes
CUST39959,No
CUST04566,No
CUST05175,No
CUST48133,No
CUST61137,No
CUST71223,No
CUST29362,Yes
CUST52789,No
CUST59846,Yes
CUST35787,Yes
CUST55863,No
CUST08969,No
CUST04230,Yes
CUST34878,Yes
CUST63017,No
CUST33297,No
CUST33808,No
CUST17381,Yes
CUST47910,Yes
CUST51407,Yes
CUST60903,Yes
CUST31024,No
CUST04895,Yes
CUST64548,Yes
CUST82203,No
CUST55073,Yes
CUST72838,Yes
CUST16043,Yes
CUST24777,Yes
CUST69917,No
CUST32109,No
CUST40196,No
CUST60099,Yes
CUST82172,Yes
CUST81835,No
CUST15233,Yes
CUST14243,Yes
CUST21471,Yes
CUST62645,Yes
CUST08180,Yes
CUST62318,Yes
CUST54795,No
CUST10872,Yes
CUST67855,Yes
CUST61245,Yes
CUST15918,No
CUST19776,Yes
CUST88828,Yes
CUST12428,No
CUST60010,No
CUST54074,Yes
CUST15402,No
CUST80386,No
CUST38457,No
CUST31686,No
CUST64058,Yes
CUST67243,Yes
CUST14434,No
CUST60153,No
CUST87537,No
CUST38008,No
CUST86882,No
CUST14577,No
CUST25858,No
CUST66953,Yes
CUST65536,Yes
CUST10808,No
CUST07826,Yes
CUST44711,No
CUST04803,No
CUST82049,No
CUST87485,No
CUST76033,No
CUST48177,Yes
CUST42916,Yes
CUST07917,Yes
CUST75276,No
CUST59857,No
CUST33342,No
CUST00001,No
CUST08605,Yes
CUST05715,No
CUST18498,Yes
CUST12118,Yes
CUST65329,No
CUST62171,Yes
CUST59449,No
CUST13524,No
CUST38586,No
CUST63014,Yes
CUST91433,No
CUST65969,No
CUST14490,Yes
CUST34681,Yes
CUST81344,Yes
CUST89700,Yes
CUST53005,No
CUST04311,No
CUST60156,Yes
CUST43920,No
CUST31265,No
CUST14021,No
CUST06019,Yes
CUST00220,No
CUST11883,Yes
CUST71379,No
CUST23141,No
CUST31745,No
CUST24734,No
CUST04695,No
CUST70998,No
CUST49707,No
CUST23679,No
CUST19633,Yes
CUST07121,No
CUST23016,Yes
CUST77517,No
CUST13696,No
CUST12436,No
CUST53515,No
CUST73489,Yes
CUST26151,No
CUST74432,No
CUST67822,No
CUST61901,No
CUST19312,Yes
CUST13015,Yes
CUST88136,Yes
CUST62496,Yes
CUST56276,Yes
CUST40264,No
CUST86537,Yes
CUST45836,No
CUST41393,No
CUST08094,No
CUST06822,Yes
CUST18583,No
CUST08146,No
CUST53710,No
CUST78443,Yes
CUST44461,No
CUST21711,Yes
CUST75490,No
CUST87765,Yes
CUST87717,Yes
CUST42020,No
CUST72279,No
CUST42190,No
CUST52658,Yes
CUST37474,No
CUST36059,Yes
CUST50613,No
CUST42300,No
CUST24242,Yes
CUST17603,No
CUST52907,No
CUST52232,No
CUST82540,No
CUST63111,No
CUST31832,Yes
CUST88756,No
CUST68843,No
CUST52197,Yes
CUST58285,No
CUST63583,Yes
CUST53920,Yes
CUST60955,Yes
CUST20944,No
CUST11828,No
CUST06087,No
CUST03251,No
CUST39753,No
CUST34492,No
CUST55788,Yes
CUST86994,No
CUST39546,No
CUST42477,Yes
CUST30782,Yes
CUST15457,No
CUST59193,No
CUST15472,No
CUST72862,Yes
CUST18239,No
CUST17517,No
CUST74728,Yes
CUST71775,Yes
CUST53992,No
CUST32252,No
CUST05626,No
CUST36786,Yes
CUST47504,No
CUST06820,No
CUST83704,Yes
CUST43534,No
CUST51648,No
CUST35416,No
CUST08845,Yes
CUST26338,Yes
CUST86527,Yes
CUST38542,No
CUST12500,No
CUST85012,No
CUST76336,Yes
CUST83342,No
CUST72470,No
CUST51650,No
CUST31491,Yes
CUST68508,Yes
CUST58749,No
CUST29390,No
CUST10102,No
CUST06459,Yes
CUST30340,No
CUST06886,No
CUST40011,No
CUST51442,No
CUST80050,No
CUST23276,Yes
CUST30069,Yes
CUST76546,Yes
CUST28244,No
CUST11099,No
CUST08249,No
CUST77250,No
CUST56483,Yes
CUST40192,Yes
CUST66373,No
CUST72508,No
CUST07256,No
CUST41913,No
CUST78061,No
CUST63494,No
CUST15438,No
CUST51037,No
CUST19391,No
CUST15638,No
CUST03356,Yes
CUST62559,No
CUST24331,No
CUST63519,Yes
CUST26465,No
CUST81515,Yes
CUST86111,No
CUST83864,No
CUST00710,Yes
CUST02139,No
CUST31305,Yes
CUST62384,No
CUST11969,No
CUST04693,No
CUST27441,No
CUST23241,No
CUST40497,Yes
CUST66853,Yes
CUST90784,No
CUST48393,No
CUST39972,Yes
CUST39071,Yes
CUST34107,No
CUST45694,No
CUST14707,No
CUST10609,No
CUST71082,Yes
CUST21248,Yes
CUST41912,Yes
CUST30250,No
CUST48576,No
CUST76190,No
CUST35705,No
CUST55633,Yes
CUST27235,Yes
CUST60724,No
CUST90517,No
CUST30145,No
CUST73134,No
CUST78803,No
CUST04270,No
CUST60198,No
CUST34855,No
CUST21346,Yes
CUST08241,Yes
CUST10752,No
CUST47802,No
CUST15680,No
CUST71701,Yes
CUST63664,No
CUST89814,No
CUST80684,No
CUST48709,No
CUST33415,No
CUST30323,No
CUST11771,No
CUST82674,No
CUST66360,No
CUST32040,No
CUST34311,Yes
CUST78916,No
CUST57214,No
CUST09297,No
CUST30772,Yes
CUST85458,Yes
CUST10238,No
CUST32824,No
CUST23906,No
CUST61581,No
CUST46055,Yes
CUST84972,Yes
CUST75030,No
CUST10314,No
CUST29516,No
CUST02078,No
CUST64817,No
CUST90414,No
CUST81839,No
CUST55969,Yes
CUST52383,Yes
CUST23640,No
CUST10337,No
CUST65385,No
CUST62261,Yes
CUST69583,Yes
CUST58008,Yes
CUST57654,No
CUST65307,No
CUST43930,No
CUST18892,No
CUST55167,Yes
CUST91421,Yes
CUST76794,No
CUST61186,No
CUST62075,Yes
CUST75018,No
CUST57902,Yes
CUST35403,Yes
CUST03253,Yes
CUST00052,Yes
CUST52573,No
CUST07152,No
CUST02057,No
CUST80250,No
CUST04290,No
CUST21723,No
CUST03415,Yes
CUST26726,No
CUST13324,No
CUST75595,Yes
CUST37655,Yes
CUST75342,Yes
CUST52606,No
CUST74562,No
CUST29428,No
CUST28271,Yes
CUST18106,No
CUST67176,No
CUST25201,No
CUST02917,No
CUST26192,No
CUST00565,No
CUST30108,No
CUST73196,No
CUST45077,No
CUST62790,No
CUST56794,Yes
CUST61396,Yes
CUST47899,Yes
CUST38470,Yes
CUST25690,Yes
CUST18224,No
CUST78431,No
CUST12015,No
CUST46546,Yes
CUST09586,Yes
CUST89846,No
CUST18168,Yes
CUST60189,No
CUST77221,Yes
CUST59644,Yes
CUST71652,Yes
CUST76864,No
CUST40941,Yes
CUST57311,No
CUST91459,No
CUST41726,No
CUST84572,No
CUST59172,No
CUST38489,No
CUST35285,No
CUST06351,Yes
CUST52646,No
CUST30276,Yes
CUST30242,No
CUST10438,No
CUST40337,No
CUST10207,No
CUST73246,Yes
CUST05990,No
CUST61586,Yes
CUST01300,No
CUST65327,No
CUST50727,No
CUST19849,Yes
CUST90210,No
CUST17172,No
CUST67963,No
CUST63698,No
CUST10380,No
CUST07825,No
CUST82770,Yes
CUST76398,No
CUST47588,No
CUST70139,No
CUST53745,No
CUST51459,No
CUST72018,No
CUST80748,Yes
CUST34349,Yes
CUST21597,No
CUST14402,No
CUST62945,No
CUST29526,No
CUST16582,No
CUST68169,No
CUST22419,No
CUST88810,No
CUST80123,No
CUST65205,No
CUST09061,Yes
CUST25390,Yes
CUST90307,No
CUST74442,No
CUST68263,Yes
CUST89298,Yes
CUST10376,Yes
CUST81440,No
CUST61231,No
CUST19176,No
CUST47045,Yes
CUST10735,No
CUST86297,No
CUST78968,Yes
CUST66644,No
CUST43139,Yes
CUST41080,Yes
CUST64680,Yes
CUST56532,No
CUST38760,Yes
CUST04543,Yes
CUST00975,No
CUST08328,No
CUST10731,No
CUST73182,No
CUST49738,No
CUST08335,No
CUST28824,No
CUST90439,No
CUST18080,No
CUST30125,No
CUST40947,Yes
CUST20579,No
CUST88773,No
CUST72323,Yes
CUST05027,No
CUST49377,No
CUST51954,No
CUST41277,Yes
CUST63242,No
CUST54660,No
CUST12101,No
CUST46302,No
CUST38076,No
CUST54574,Yes
CUST50127,No
CUST78138,Yes
CUST66788,Yes
CUST05765,No
CUST85229,No
CUST63632,No
CUST36214,Yes
CUST08965,Yes
CUST42689,Yes
CUST71010,No
CUST41883,No
CUST00165,Yes
CUST77712,Yes
CUST49212,No
CUST27770,No
CUST05085,Yes
CUST68342,No
CUST38327,No
CUST87748,Yes
CUST51209,No
CUST27554,No
CUST17011,No
CUST31149,Yes
CUST82099,No
CUST53907,Yes
CUST49766,Yes
CUST86730,Yes
CUST07278,No
CUST79808,No
CUST02125,No
CUST52971,No
CUST14141,Yes
CUST27496,Yes
CUST70278,Yes
CUST58023,No
CUST88864,Yes
CUST74792,Yes
CUST28070,Yes
CUST70073,No
CUST19453,No
CUST51127,No
CUST29109,No
CUST86470,No
CUST89826,Yes
CUST32315,Yes
CUST17639,Yes
CUST67760,Yes
CUST38195,Yes
CUST14579,No
CUST14075,No
CUST18955,Yes
CUST61196,Yes
CUST23959,No
CUST00931,No
CUST89959,No
CUST83012,Yes
CUST77346,Yes
CUST73304,Yes
CUST39563,Yes
CUST57028,No
CUST54598,Yes
CUST83314,No
CUST29085,Yes
CUST78296,Yes
CUST39157,Yes
CUST06006,Yes
CUST67711,Yes
CUST63390,Yes
CUST24052,Yes
CUST01235,No
CUST78526,No
CUST64285,No
CUST35893,No
CUST39086,Yes
CUST91297,Yes
CUST82030,No
CUST50077,No
CUST52522,No
CUST02113,No
CUST54032,No
CUST78867,No
CUST01923,No
CUST19962,No
CUST70711,Yes
CUST26845,Yes
CUST01652,No
CUST78454,Yes
CUST04300,Yes
CUST14918,Yes
CUST22514,No
CUST81362,No
CUST39916,No
CUST76619,No
CUST51068,Yes
CUST04634,Yes
CUST74136,No
CUST80465,No
CUST26978,No
CUST38773,Yes
CUST11798,Yes
CUST57676,No
CUST90645,No
CUST68613,No
CUST68246,No
CUST44872,Yes
CUST78262,Yes
CUST24297,Yes
CUST29067,Yes
CUST67246,No
CUST87755,Yes
CUST84086,Yes
CUST36760,Yes
CUST53912,No
CUST39738,No
CUST82618,No
CUST12973,No
CUST69117,No
CUST77943,No
CUST16194,No
CUST21290,No
CUST57375,Yes
CUST22710,Yes
CUST60246,No
CUST85775,No
CUST77560,Yes
CUST36430,No
CUST80759,No
CUST23795,No
CUST13996,Yes
CUST01988,Yes
CUST16032,No
CUST68691,Yes
CUST23956,No
CUST29586,No
CUST40940,No
CUST53712,No
CUST03618,No
CUST36417,No
CUST55330,No
CUST47807,Yes
CUST85006,Yes
CUST12229,No
CUST60397,No
CUST91243,Yes
CUST74789,No
CUST71683,Yes
CUST90412,Yes
CUST80563,Yes
CUST55342,No
CUST68391,Yes
CUST61154,No
CUST16693,Yes
CUST39389,No
CUST13434,No
CUST72025,No
CUST65692,Yes
CUST45377,Yes
CUST06568,Yes
CUST13467,No
CUST00826,Yes
CUST84082,Yes
CUST70930,Yes
CUST65352,No
CUST27364,No
CUST07505,Yes
CUST86618,No
CUST76390,Yes
CUST80458,Yes
CUST37263,No
CUST86706,Yes
CUST89669,No
CUST77608,Yes
CUST19348,No
CUST68634,No
CUST85872,No
CUST36161,Yes
CUST58734,No
CUST90873,Yes
CUST25888,Yes
CUST53719,No
CUST07671,Yes
CUST77937,No
CUST21125,No
CUST03258,Yes
CUST53820,Yes
CUST24889,Yes
CUST37541,No
CUST28282,Yes
CUST20955,No
CUST57634,No
CUST50971,Yes
CUST08311,No
CUST84462,Yes
CUST07954,No
CUST86724,Yes
CUST74094,Yes
CUST70530,Yes
CUST90528,No
CUST37072,No
CUST05047,Yes
CUST70565,No
CUST90870,Yes
CUST00456,No
